date,store_id,product_sku,category,units_received,units_sold,units_wasted,unit_cost
2025-11-19,S-04,FZ-005,Frozen,109,108,1,3.99
2025-12-20,S-06,MT-002,Meat,30,25,2,7.49
2025-10-25,S-03,FP-003,Fresh Produce,44,40,0,4.29
2025-10-31,S-08,BV-005,Beverages,28,24,1,3.99
2025-12-08,S-08,FP-002,Fresh Produce,24,21,1,3.99
2025-10-06,S-07,DA-003,Dairy,47,39,3,6.99
2025-12-06,S-08,HH-004,Household,88,87,0,2.99
2025-10-10,S-01,HL-003,Health,38,37,1,5.49
2025-11-30,S-10,FP-003,Fresh Produce,51,47,3,4.29
2025-10-02,S-03,HH-001,Household,26,25,1,11.99
2025-11-28,S-10,BK-001,Bakery,95,93,2,5.99
2025-10-15,S-08,PT-004,Pantry,98,98,0,3.49
2025-10-26,S-07,BV-002,Beverages,114,109,2,5.99
2025-11-11,S-02,HH-004,Household,93,91,0,2.99
2025-10-28,S-01,PT-003,Pantry,42,41,1,8.99
2025-10-16,S-05,DA-005,Dairy,116,105,6,4.99
2025-11-17,S-09,BK-001,Bakery,76,69,3,5.99
2025-10-06,S-03,DA-002,Dairy,100,93,6,5.49
2025-10-03,S-08,DA-001,Dairy,20,20,0,4.79
2025-12-23,S-10,FZ-004,Frozen,73,71,1,7.49
2025-10-27,S-03,HH-001,Household,54,50,1,11.99
2025-10-31,S-03,PT-005,Pantry,108,107,0,4.99
2025-12-03,S-10,DA-001,Dairy,100,90,8,4.79
2025-11-14,S-07,FP-001,Fresh Produce,91,50,41,2.49
2025-12-07,S-02,PT-005,Pantry,66,63,0,4.99
2025-12-20,S-04,FZ-003,Frozen,26,26,0,2.99
2025-10-20,S-08,MT-002,Meat,42,41,1,7.49
2025-10-07,S-06,FZ-004,Frozen,46,43,1,7.49
2025-11-12,S-10,HL-004,Health,78,78,0,9.99
2025-10-07,S-09,BK-002,Bakery,40,34,3,7.49
2025-12-05,S-02,FP-005,Fresh Produce,50,43,3,6.49
2025-12-14,S-06,SN-002,Snacks,45,43,1,8.99
2025-10-15,S-06,BK-005,Bakery,32,28,1,6.29
2025-10-26,S-07,BK-005,Bakery,29,25,1,6.29
2025-10-07,S-07,DA-005,Dairy,47,40,4,4.99
2025-10-23,S-07,BV-004,Beverages,37,35,1,4.49
2025-12-20,S-06,FZ-003,Frozen,45,43,1,2.99
2025-10-05,S-10,FP-004,Fresh Produce,55,51,1,5.99
2025-11-28,S-07,BK-001,Bakery,117,110,5,5.99
2025-12-17,S-03,HH-001,Household,98,97,0,11.99
2025-10-12,S-07,MT-004,Meat,82,74,7,6.49
2025-12-15,S-08,SN-005,Snacks,55,52,0,4.49
2025-11-01,S-04,BV-001,Beverages,75,74,0,6.49
2025-12-13,S-01,SN-002,Snacks,25,22,0,8.99
2025-12-04,S-01,SN-003,Snacks,87,83,1,5.49
2025-12-29,S-02,SN-004,Snacks,83,83,0,3.99
2025-12-11,S-01,HH-005,Household,113,111,1,12.49
2025-10-17,S-06,FZ-004,Frozen,50,50,0,7.49
2025-12-01,S-05,BK-001,Bakery,110,100,6,5.99
2025-12-14,S-01,SN-005,Snacks,79,76,0,4.49
2025-10-24,S-06,HH-001,Household,79,79,0,11.99
2025-11-19,S-06,MT-004,Meat,24,21,1,6.49
2025-12-29,S-10,MT-005,Meat,93,81,7,7.99
2025-10-11,S-10,BV-002,Beverages,114,112,0,5.99
2025-10-07,S-02,BV-005,Beverages,66,65,1,3.99
2025-11-16,S-06,BK-002,Bakery,102,96,6,7.49
2025-12-11,S-04,DA-004,Dairy,62,60,2,3.29
2025-12-23,S-08,HL-003,Health,116,113,2,5.49
2025-10-29,S-06,BV-003,Beverages,54,51,1,12.99
2025-10-07,S-02,BV-004,Beverages,64,60,1,4.49
2025-12-04,S-09,DA-003,Dairy,80,69,6,6.99
2025-12-08,S-05,SN-004,Snacks,99,98,1,3.99
2025-10-25,S-08,DA-001,Dairy,30,28,1,4.79
2025-11-06,S-02,DA-002,Dairy,41,35,1,5.49
2025-10-19,S-08,DA-005,Dairy,46,39,2,4.99
2025-10-03,S-05,SN-002,Snacks,107,104,2,8.99
2025-11-30,S-06,SN-002,Snacks,76,74,0,8.99
2025-10-25,S-02,FP-002,Fresh Produce,49,41,4,3.99
2025-12-22,S-06,SN-002,Snacks,94,91,1,8.99
2025-12-02,S-10,HH-003,Household,109,104,2,8.99
2025-11-28,S-05,PT-002,Pantry,36,34,1,2.49
2025-11-03,S-04,MT-001,Meat,67,61,6,9.99
2025-10-19,S-06,FZ-004,Frozen,78,77,0,7.49
2025-12-08,S-05,BK-002,Bakery,42,34,3,7.49
2025-12-25,S-03,BK-001,Bakery,50,47,1,5.99
2025-12-13,S-03,SN-004,Snacks,53,51,1,3.99
2025-10-27,S-09,HL-001,Health,24,21,1,14.99
2025-10-19,S-06,SN-004,Snacks,89,87,0,3.99
2025-10-16,S-01,SN-001,Snacks,83,80,0,4.29
2025-11-10,S-03,FP-001,Fresh Produce,114,103,7,2.49
2025-11-12,S-05,MT-001,Meat,57,48,5,9.99
2025-12-25,S-03,PT-002,Pantry,113,110,1,2.49
2025-12-28,S-02,HL-002,Health,81,80,0,3.99
2025-12-26,S-09,DA-003,Dairy,59,54,1,6.99
2025-10-29,S-08,BV-003,Beverages,31,30,1,12.99
2025-12-17,S-04,PT-003,Pantry,87,85,0,8.99
2025-10-26,S-01,DA-001,Dairy,88,76,7,4.79
2025-12-25,S-02,MT-003,Meat,70,66,2,8.99
2025-12-17,S-10,MT-003,Meat,27,23,2,8.99
2025-11-20,S-03,HL-001,Health,74,70,1,14.99
2025-11-17,S-01,FZ-004,Frozen,64,61,1,7.49
2025-11-27,S-09,DA-001,Dairy,47,41,3,4.79
2025-11-23,S-08,FZ-004,Frozen,40,36,1,7.49
2025-10-18,S-10,PT-004,Pantry,31,30,0,3.49
2025-11-08,S-08,MT-004,Meat,62,57,1,6.49
2025-11-18,S-02,FP-001,Fresh Produce,72,65,5,2.49
2025-11-23,S-03,PT-001,Pantry,79,78,0,1.99
2025-10-24,S-07,FZ-004,Frozen,90,89,1,7.49
2025-11-08,S-10,FZ-005,Frozen,83,81,1,3.99
2025-10-04,S-01,DA-005,Dairy,53,46,2,4.99
2025-12-21,S-08,DA-003,Dairy,103,94,7,6.99
2025-11-23,S-03,MT-002,Meat,108,101,7,7.49
2025-10-16,S-05,MT-002,Meat,28,25,1,7.49
2025-12-14,S-08,PT-002,Pantry,75,71,1,2.49
2025-12-28,S-02,BV-004,Beverages,85,83,0,4.49
2025-10-21,S-10,FP-004,Fresh Produce,38,32,1,5.99
2025-10-18,S-06,BK-001,Bakery,26,22,1,5.99
2025-12-21,S-06,FP-004,Fresh Produce,57,50,2,5.99
2025-10-10,S-09,BK-003,Bakery,118,110,8,4.99
2025-12-16,S-03,MT-005,Meat,61,51,5,7.99
2025-11-08,S-05,HH-004,Household,109,105,2,2.99
2025-10-13,S-09,PT-003,Pantry,65,65,0,8.99
2025-10-18,S-09,FZ-004,Frozen,67,63,1,7.49
2025-11-13,S-03,DA-002,Dairy,47,45,1,5.49
2025-10-25,S-09,PT-005,Pantry,108,106,2,4.99
2025-11-23,S-08,FP-005,Fresh Produce,34,32,2,6.49
2025-12-01,S-06,FZ-005,Frozen,108,106,1,3.99
2025-11-26,S-10,MT-004,Meat,117,105,11,6.49
2025-11-08,S-01,HL-003,Health,35,34,0,5.49
2025-12-28,S-03,HH-005,Household,49,47,1,12.49
2025-10-27,S-03,DA-001,Dairy,74,69,5,4.79
2025-10-10,S-01,HL-005,Health,81,80,1,4.49
2025-10-26,S-02,FP-003,Fresh Produce,104,98,6,4.29
2025-11-30,S-02,FZ-002,Frozen,25,23,0,5.49
2025-12-25,S-01,HL-004,Health,32,31,0,9.99
2025-12-15,S-04,BK-002,Bakery,105,100,5,7.49
2025-10-19,S-05,PT-003,Pantry,64,62,1,8.99
2025-12-04,S-10,FZ-001,Frozen,84,84,0,8.99
2025-12-14,S-01,MT-004,Meat,47,42,3,6.49
2025-10-22,S-09,FP-001,Fresh Produce,112,108,3,2.49
2025-12-04,S-08,BV-004,Beverages,109,106,2,4.49
2025-11-26,S-02,BK-002,Bakery,65,56,6,7.49
2025-10-28,S-09,BK-005,Bakery,72,68,2,6.29
2025-10-16,S-08,DA-003,Dairy,86,82,2,6.99
2025-11-06,S-09,HL-002,Health,25,23,0,3.99
2025-12-03,S-02,BV-005,Beverages,56,53,1,3.99
2025-12-27,S-08,BK-005,Bakery,90,83,4,6.29
2025-10-25,S-02,MT-001,Meat,106,101,5,9.99
2025-12-26,S-08,HH-004,Household,33,29,1,2.99
2025-12-06,S-02,DA-003,Dairy,38,32,1,6.99
2025-12-15,S-02,HL-003,Health,41,39,0,5.49
2025-10-26,S-06,BK-003,Bakery,96,85,8,4.99
2025-10-16,S-04,SN-003,Snacks,112,109,1,5.49
2025-12-14,S-10,FZ-003,Frozen,116,111,2,2.99
2025-11-15,S-08,HH-003,Household,97,93,1,8.99
2025-12-05,S-05,DA-005,Dairy,118,112,6,4.99
2025-11-02,S-08,MT-002,Meat,49,45,3,7.49
2025-10-04,S-02,HL-003,Health,26,23,0,5.49
2025-12-26,S-01,BK-002,Bakery,68,62,4,7.49
2025-10-20,S-05,PT-005,Pantry,99,99,0,4.99
2025-12-24,S-09,HL-005,Health,83,81,1,4.49
2025-11-07,S-08,MT-002,Meat,84,79,3,7.49
2025-12-09,S-09,FP-002,Fresh Produce,117,112,2,3.99
2025-10-16,S-07,SN-004,Snacks,60,56,1,3.99
2025-11-28,S-01,FP-003,Fresh Produce,42,38,2,4.29
2025-10-22,S-08,SN-003,Snacks,37,33,1,5.49
2025-12-02,S-02,PT-002,Pantry,106,102,1,2.49
2025-11-30,S-09,BK-001,Bakery,84,80,2,5.99
2025-12-03,S-10,BV-005,Beverages,98,95,1,3.99
2025-11-11,S-01,FP-002,Fresh Produce,95,91,2,3.99
2025-11-14,S-10,FP-002,Fresh Produce,117,105,10,3.99
2025-11-18,S-02,SN-003,Snacks,64,60,1,5.49
2025-11-14,S-01,HH-003,Household,51,50,0,8.99
2025-12-22,S-05,PT-003,Pantry,30,28,0,8.99
2025-10-15,S-06,BK-001,Bakery,22,21,1,5.99
2025-11-28,S-07,PT-002,Pantry,85,82,1,2.49
2025-10-03,S-08,PT-003,Pantry,22,18,1,8.99
2025-12-13,S-07,BV-001,Beverages,93,90,0,6.49
2025-10-13,S-04,BV-002,Beverages,83,81,1,5.99
2025-12-18,S-05,BV-004,Beverages,75,72,0,4.49
2025-12-21,S-02,MT-005,Meat,47,45,2,7.99
2025-11-08,S-10,SN-001,Snacks,48,48,0,4.29
2025-12-15,S-06,FZ-003,Frozen,28,24,1,2.99
2025-10-27,S-06,FP-005,Fresh Produce,103,91,8,6.49
2025-11-08,S-07,HH-003,Household,89,87,1,8.99
2025-11-23,S-07,FZ-002,Frozen,99,97,1,5.49
2025-10-03,S-09,BK-002,Bakery,93,83,5,7.49
2025-11-29,S-05,HH-001,Household,88,87,1,11.99
2025-12-06,S-04,BV-004,Beverages,79,78,0,4.49
2025-10-20,S-05,SN-003,Snacks,72,71,1,5.49
2025-12-21,S-04,SN-002,Snacks,54,52,1,8.99
2025-11-02,S-10,FZ-001,Frozen,71,71,0,8.99
2025-10-20,S-04,FP-002,Fresh Produce,51,45,4,3.99
2025-11-29,S-08,PT-001,Pantry,75,74,1,1.99
2025-10-26,S-03,FZ-003,Frozen,37,35,0,2.99
2025-11-05,S-09,BK-002,Bakery,102,89,8,7.49
2025-12-02,S-01,FP-004,Fresh Produce,30,27,1,5.99
2025-10-09,S-07,BV-004,Beverages,105,103,2,4.49
2025-11-20,S-03,FZ-001,Frozen,34,32,0,8.99
2025-12-03,S-02,FZ-001,Frozen,96,94,0,8.99
2025-11-12,S-10,HL-003,Health,69,66,0,5.49
2025-10-28,S-03,DA-002,Dairy,42,39,1,5.49
2025-11-26,S-07,FZ-002,Frozen,95,92,0,5.49
2025-12-08,S-06,HH-005,Household,34,30,1,12.49
2025-11-30,S-04,FZ-003,Frozen,120,118,0,2.99
2025-11-30,S-06,FZ-005,Frozen,22,22,0,3.99
2025-12-28,S-04,FZ-002,Frozen,90,87,1,5.49
2025-12-21,S-06,HH-004,Household,35,32,0,2.99
2025-11-19,S-01,SN-001,Snacks,52,51,1,4.29
2025-10-31,S-05,BK-004,Bakery,40,32,3,3.49
2025-11-10,S-07,FP-003,Fresh Produce,55,19,33,4.29
2025-11-30,S-07,BV-002,Beverages,111,110,1,5.99
2025-10-21,S-05,MT-003,Meat,28,23,1,8.99
2025-12-10,S-06,SN-005,Snacks,108,108,0,4.49
2025-12-22,S-03,HH-001,Household,76,76,0,11.99
2025-11-21,S-04,HH-001,Household,59,58,1,11.99
2025-10-15,S-03,FZ-001,Frozen,86,83,0,8.99
2025-11-10,S-08,MT-001,Meat,114,110,3,9.99
2025-12-27,S-10,BV-001,Beverages,56,56,0,6.49
2025-11-23,S-06,BK-002,Bakery,70,60,6,7.49
2025-10-29,S-01,FP-002,Fresh Produce,91,80,6,3.99
2025-10-30,S-02,SN-005,Snacks,45,43,1,4.49
2025-10-07,S-07,PT-005,Pantry,74,72,1,4.99
2025-10-12,S-06,BK-001,Bakery,92,85,2,5.99
2025-12-07,S-07,HL-005,Health,78,77,1,4.49
2025-10-29,S-04,BK-003,Bakery,120,111,4,4.99
2025-12-03,S-07,DA-004,Dairy,75,65,6,3.29
2025-10-28,S-05,HL-002,Health,106,103,0,3.99
2025-10-24,S-07,DA-005,Dairy,23,21,0,4.99
2025-10-31,S-10,SN-004,Snacks,51,47,1,3.99
2025-10-11,S-01,MT-001,Meat,37,29,3,9.99
2025-11-20,S-04,HL-001,Health,69,66,1,14.99
2025-10-10,S-02,PT-001,Pantry,27,25,0,1.99
2025-10-31,S-08,BV-003,Beverages,97,97,0,12.99
2025-11-02,S-09,PT-005,Pantry,68,64,1,4.99
2025-12-25,S-06,DA-004,Dairy,91,88,2,3.29
2025-11-03,S-03,MT-003,Meat,83,73,7,8.99
2025-10-17,S-02,BV-001,Beverages,110,105,2,6.49
2025-10-19,S-05,DA-003,Dairy,60,58,1,6.99
2025-12-03,S-05,HL-003,Health,66,63,1,5.49
2025-11-03,S-10,HL-004,Health,53,49,1,9.99
2025-10-22,S-06,HL-003,Health,82,79,0,5.49
2025-10-07,S-04,DA-005,Dairy,26,26,0,4.99
2025-11-30,S-05,BK-001,Bakery,110,104,6,5.99
2025-12-03,S-01,SN-004,Snacks,65,61,1,3.99
2025-12-03,S-02,HL-002,Health,38,36,0,3.99
2025-10-12,S-04,FZ-004,Frozen,43,41,0,7.49
2025-12-12,S-10,BK-004,Bakery,94,85,9,3.49
2025-12-07,S-10,BK-002,Bakery,73,66,6,7.49
2025-12-03,S-02,BV-002,Beverages,23,22,1,5.99
2025-11-20,S-06,PT-003,Pantry,33,31,1,8.99
2025-10-04,S-02,SN-005,Snacks,110,105,2,4.49
2025-11-28,S-05,PT-004,Pantry,104,102,0,3.49
2025-10-06,S-10,SN-004,Snacks,61,60,0,3.99
2025-10-07,S-05,BV-001,Beverages,27,24,0,6.49
2025-10-12,S-07,FZ-002,Frozen,42,39,0,5.49
2025-10-12,S-01,BK-004,Bakery,40,35,2,3.49
2025-11-06,S-03,DA-003,Dairy,58,52,3,6.99
2025-11-09,S-10,DA-004,Dairy,65,59,4,3.29
2025-12-05,S-04,MT-002,Meat,77,68,6,7.49
2025-11-04,S-10,PT-004,Pantry,74,71,0,3.49
2025-11-17,S-10,BK-002,Bakery,75,70,5,7.49
2025-10-06,S-09,BV-002,Beverages,79,78,0,5.99
2025-12-03,S-09,HH-001,Household,102,100,2,11.99
2025-11-07,S-08,SN-003,Snacks,30,27,1,5.49
2025-10-20,S-03,HH-004,Household,58,55,0,2.99
2025-11-07,S-10,FP-004,Fresh Produce,90,88,2,5.99
2025-12-05,S-02,MT-003,Meat,74,68,3,8.99
2025-12-24,S-10,FZ-002,Frozen,65,64,1,5.49
2025-12-04,S-01,DA-003,Dairy,114,105,8,6.99
2025-10-24,S-07,FP-003,Fresh Produce,30,13,15,4.29
2025-11-10,S-10,HL-002,Health,78,75,1,3.99
2025-11-13,S-03,BK-004,Bakery,43,38,1,3.49
2025-11-03,S-02,SN-003,Snacks,88,88,0,5.49
2025-11-20,S-02,FP-001,Fresh Produce,41,36,2,2.49
2025-12-28,S-07,HH-003,Household,115,110,2,8.99
2025-11-08,S-10,PT-005,Pantry,66,63,1,4.99
2025-10-12,S-03,DA-004,Dairy,21,21,0,3.29
2025-12-29,S-04,FP-002,Fresh Produce,46,43,2,3.99
2025-12-23,S-04,SN-003,Snacks,100,97,2,5.49
2025-10-12,S-05,HL-005,Health,79,76,0,4.49
2025-11-24,S-01,DA-003,Dairy,41,33,3,6.99
2025-12-29,S-08,MT-002,Meat,80,76,1,7.49
2025-12-14,S-04,BK-003,Bakery,57,51,3,4.99
2025-10-07,S-06,FP-001,Fresh Produce,33,26,2,2.49
2025-11-25,S-07,MT-002,Meat,114,102,7,7.49
2025-12-10,S-05,FP-003,Fresh Produce,82,74,4,4.29
2025-12-15,S-10,HH-004,Household,82,82,0,2.99
2025-12-07,S-01,SN-003,Snacks,93,92,1,5.49
2025-11-04,S-07,MT-001,Meat,34,27,2,9.99
2025-11-14,S-08,HH-005,Household,75,74,0,12.49
2025-11-06,S-04,MT-001,Meat,64,57,3,9.99
2025-10-29,S-10,HH-004,Household,63,61,1,2.99
2025-11-07,S-07,SN-002,Snacks,106,102,2,8.99
2025-11-30,S-03,PT-005,Pantry,46,45,1,4.99
2025-12-25,S-08,DA-004,Dairy,42,37,1,3.29
2025-12-02,S-02,SN-002,Snacks,83,81,1,8.99
2025-10-27,S-09,FP-004,Fresh Produce,22,19,1,5.99
2025-11-15,S-03,BK-002,Bakery,84,83,1,7.49
2025-11-13,S-07,DA-003,Dairy,99,92,3,6.99
2025-10-29,S-08,FZ-002,Frozen,63,62,1,5.49
2025-12-11,S-05,DA-005,Dairy,108,95,9,4.99
2025-12-25,S-02,HL-001,Health,26,22,1,14.99
2025-10-15,S-02,PT-005,Pantry,98,98,0,4.99
2025-12-04,S-02,BK-001,Bakery,100,97,2,5.99
2025-11-16,S-03,HL-002,Health,57,53,1,3.99
2025-10-13,S-03,HH-002,Household,66,64,1,3.49
2025-10-16,S-04,SN-004,Snacks,73,72,0,3.99
2025-11-30,S-06,FZ-004,Frozen,84,84,0,7.49
2025-11-04,S-06,HL-001,Health,116,113,1,14.99
2025-12-20,S-04,DA-005,Dairy,116,104,9,4.99
2025-10-30,S-03,SN-003,Snacks,72,68,1,5.49
2025-12-06,S-06,FP-002,Fresh Produce,76,74,2,3.99
2025-12-06,S-02,DA-001,Dairy,63,60,2,4.79
2025-11-25,S-01,SN-001,Snacks,117,116,0,4.29
2025-12-13,S-01,HH-001,Household,111,107,2,11.99
2025-11-23,S-07,HH-004,Household,109,105,2,2.99
2025-11-10,S-06,FP-001,Fresh Produce,55,46,5,2.49
2025-10-19,S-07,SN-004,Snacks,102,99,0,3.99
2025-12-29,S-06,HH-002,Household,71,69,0,3.49
2025-10-11,S-01,MT-005,Meat,62,54,3,7.99
2025-10-17,S-09,MT-005,Meat,56,50,2,7.99
2025-12-10,S-05,MT-004,Meat,63,57,5,6.49
2025-10-03,S-01,MT-005,Meat,95,90,3,7.99
2025-11-24,S-09,DA-003,Dairy,113,109,2,6.99
2025-11-03,S-09,BV-003,Beverages,35,35,0,12.99
2025-11-27,S-05,PT-002,Pantry,114,111,0,2.49
2025-11-13,S-04,HL-003,Health,94,92,0,5.49
2025-11-08,S-05,HH-003,Household,120,117,2,8.99
2025-11-18,S-09,HL-003,Health,51,49,0,5.49
2025-12-06,S-10,BK-003,Bakery,119,114,5,4.99
2025-10-19,S-07,SN-002,Snacks,30,30,0,8.99
2025-11-24,S-03,MT-001,Meat,47,43,2,9.99
2025-12-26,S-09,SN-001,Snacks,95,92,1,4.29
2025-12-14,S-08,HH-001,Household,74,70,1,11.99
2025-11-23,S-03,DA-005,Dairy,84,77,2,4.99
2025-11-28,S-03,HL-001,Health,85,84,0,14.99
2025-11-28,S-08,FP-003,Fresh Produce,115,108,3,4.29
2025-11-17,S-02,PT-004,Pantry,72,72,0,3.49
2025-11-17,S-10,FZ-004,Frozen,25,25,0,7.49
2025-11-17,S-05,BV-004,Beverages,58,54,1,4.49
2025-10-04,S-03,DA-005,Dairy,120,112,8,4.99
2025-11-09,S-05,BK-004,Bakery,43,37,3,3.49
2025-10-01,S-02,PT-001,Pantry,64,64,0,1.99
2025-11-23,S-08,PT-002,Pantry,59,56,1,2.49
2025-11-18,S-08,HL-002,Health,97,96,0,3.99
2025-12-04,S-08,HL-004,Health,77,75,1,9.99
2025-11-11,S-02,PT-005,Pantry,105,100,2,4.99
2025-11-19,S-04,SN-001,Snacks,63,60,0,4.29
2025-11-05,S-02,BK-001,Bakery,110,103,2,5.99
2025-11-09,S-09,HH-002,Household,35,34,0,3.49
2025-12-19,S-09,PT-002,Pantry,116,115,0,2.49
2025-11-30,S-09,FP-002,Fresh Produce,35,29,2,3.99
2025-10-24,S-01,FZ-003,Frozen,120,119,0,2.99
2025-12-14,S-08,DA-001,Dairy,88,79,6,4.79
2025-12-15,S-01,MT-002,Meat,22,20,1,7.49
2025-11-23,S-01,MT-004,Meat,60,57,3,6.49
2025-10-15,S-02,MT-005,Meat,41,39,1,7.99
2025-11-02,S-02,DA-005,Dairy,59,49,5,4.99
2025-10-22,S-01,PT-005,Pantry,61,61,0,4.99
2025-10-08,S-05,BV-005,Beverages,32,30,1,3.99
2025-11-22,S-06,FZ-002,Frozen,68,68,0,5.49
2025-10-26,S-04,HL-004,Health,96,93,0,9.99
2025-12-05,S-09,BV-005,Beverages,34,33,1,3.99
2025-11-10,S-08,PT-001,Pantry,72,69,0,1.99
2025-10-04,S-07,HH-001,Household,49,47,0,11.99
2025-12-10,S-10,HH-004,Household,32,31,0,2.99
2025-11-08,S-10,SN-002,Snacks,77,76,0,8.99
2025-10-19,S-06,MT-005,Meat,41,34,3,7.99
2025-11-24,S-09,SN-004,Snacks,25,22,0,3.99
2025-12-19,S-05,HH-002,Household,41,41,0,3.49
2025-12-01,S-05,PT-004,Pantry,52,49,1,3.49
2025-12-20,S-04,PT-003,Pantry,85,84,1,8.99
2025-10-21,S-09,PT-002,Pantry,28,27,1,2.49
2025-11-20,S-02,DA-004,Dairy,112,103,7,3.29
2025-11-25,S-04,PT-005,Pantry,84,81,1,4.99
2025-12-21,S-05,HL-004,Health,110,107,1,9.99
2025-11-01,S-06,BV-002,Beverages,46,43,1,5.99
2025-10-03,S-03,HH-002,Household,20,19,1,3.49
2025-10-02,S-03,SN-002,Snacks,91,87,1,8.99
2025-12-08,S-02,HH-002,Household,103,103,0,3.49
2025-12-25,S-08,HH-004,Household,35,31,1,2.99
2025-12-16,S-06,BV-005,Beverages,42,42,0,3.99
2025-11-29,S-06,BK-003,Bakery,76,70,1,4.99
2025-10-03,S-05,HH-004,Household,110,108,1,2.99
2025-10-12,S-10,HH-001,Household,58,57,0,11.99
2025-12-03,S-06,FP-003,Fresh Produce,55,47,3,4.29
2025-12-17,S-04,FP-001,Fresh Produce,45,36,4,2.49
2025-11-20,S-02,FZ-003,Frozen,92,90,1,2.99
2025-12-10,S-04,HH-003,Household,114,111,2,8.99
2025-10-09,S-10,DA-004,Dairy,115,111,2,3.29
2025-12-12,S-04,MT-004,Meat,113,103,9,6.49
2025-12-26,S-01,HH-005,Household,106,102,2,12.49
2025-12-27,S-09,SN-005,Snacks,20,19,1,4.49
2025-11-11,S-07,SN-002,Snacks,55,52,0,8.99
2025-12-03,S-06,MT-004,Meat,117,110,2,6.49
2025-10-29,S-01,FZ-003,Frozen,73,70,1,2.99
2025-10-01,S-07,BK-003,Bakery,62,57,1,4.99
2025-10-04,S-04,HH-005,Household,74,73,0,12.49
2025-10-26,S-03,BV-002,Beverages,59,59,0,5.99
2025-10-04,S-08,SN-003,Snacks,23,20,1,5.49
2025-11-01,S-02,MT-001,Meat,50,46,4,9.99
2025-11-12,S-09,FZ-001,Frozen,29,28,1,8.99
2025-12-20,S-08,PT-003,Pantry,35,35,0,8.99
2025-10-05,S-07,BV-001,Beverages,108,107,0,6.49
2025-10-08,S-08,FP-004,Fresh Produce,58,52,3,5.99
2025-10-09,S-02,HH-004,Household,27,25,0,2.99
2025-11-18,S-07,DA-002,Dairy,99,91,7,5.49
2025-12-16,S-10,FP-001,Fresh Produce,78,72,3,2.49
2025-12-19,S-10,DA-002,Dairy,63,54,4,5.49
2025-10-04,S-08,MT-004,Meat,62,58,4,6.49
