date,store_id,product_sku,category,units_received,units_sold,units_wasted,unit_cost
2025-10-14,S-01,PT-004,Pantry,111,110,0,3.49
2025-12-13,S-03,HH-001,Household,85,82,1,11.99
2025-11-23,S-08,HL-002,Health,99,97,1,3.99
2025-11-01,S-03,FP-003,Fresh Produce,27,23,0,4.29
2025-11-25,S-09,HH-002,Household,116,113,1,3.49
2025-12-14,S-09,HL-005,Health,38,35,0,4.49
2025-11-09,S-10,BV-002,Beverages,57,56,1,5.99
2025-12-06,S-10,HH-003,Household,106,106,0,8.99
2025-10-31,S-09,PT-001,Pantry,26,23,1,1.99
2025-10-26,S-04,HH-001,Household,45,43,0,11.99
2025-10-25,S-08,HH-005,Household,108,105,1,12.49
2025-12-14,S-10,BV-002,Beverages,98,94,1,5.99
2025-11-12,S-03,DA-002,Dairy,78,71,7,5.49
2025-12-03,S-04,FP-001,Fresh Produce,101,97,3,2.49
2025-11-29,S-10,BK-004,Bakery,50,46,2,3.49
2025-11-18,S-04,SN-001,Snacks,43,41,0,4.29
2025-10-02,S-02,BV-003,Beverages,23,22,0,12.99
2025-11-07,S-08,BK-003,Bakery,100,92,6,4.99
2025-10-06,S-01,BK-003,Bakery,45,43,1,4.99
2025-11-03,S-03,BV-002,Beverages,90,89,0,5.99
2025-10-26,S-01,BK-002,Bakery,53,49,4,7.49
2025-12-26,S-03,BV-005,Beverages,103,101,0,3.99
2025-10-27,S-05,SN-005,Snacks,50,47,1,4.49
2025-12-24,S-03,MT-004,Meat,99,86,8,6.49
2025-10-09,S-02,DA-005,Dairy,36,32,3,4.99
2025-12-08,S-07,HH-005,Household,67,63,1,12.49
2025-12-21,S-04,FP-003,Fresh Produce,117,108,8,4.29
2025-12-08,S-05,DA-005,Dairy,61,54,2,4.99
2025-11-05,S-03,MT-003,Meat,94,85,8,8.99
2025-10-11,S-08,HH-003,Household,98,97,0,8.99
2025-12-05,S-07,HL-004,Health,102,98,2,9.99
2025-12-03,S-09,SN-005,Snacks,42,39,1,4.49
2025-12-07,S-08,HL-001,Health,83,80,1,14.99
2025-12-14,S-07,HH-001,Household,94,93,0,11.99
2025-10-29,S-04,SN-004,Snacks,50,48,1,3.99
2025-11-09,S-07,BV-005,Beverages,93,91,0,3.99
2025-11-02,S-09,DA-001,Dairy,37,33,2,4.79
2025-11-26,S-09,BV-003,Beverages,49,46,0,12.99
2025-12-05,S-10,BV-002,Beverages,74,70,1,5.99
2025-11-25,S-07,BV-004,Beverages,83,80,1,4.49
2025-11-18,S-01,BK-002,Bakery,76,69,2,7.49
2025-10-10,S-06,DA-001,Dairy,57,49,4,4.79
2025-12-09,S-02,FZ-003,Frozen,49,49,0,2.99
2025-10-10,S-06,FP-003,Fresh Produce,89,85,3,4.29
2025-12-26,S-06,FZ-002,Frozen,58,56,1,5.49
2025-12-17,S-03,HL-004,Health,111,107,2,9.99
2025-10-02,S-05,FZ-004,Frozen,64,60,1,7.49
2025-12-14,S-01,MT-001,Meat,103,96,6,9.99
2025-11-20,S-04,BK-005,Bakery,112,101,8,6.29
2025-10-30,S-09,PT-003,Pantry,120,115,2,8.99
2025-11-29,S-06,DA-001,Dairy,60,52,5,4.79
2025-12-29,S-07,BK-004,Bakery,76,68,4,3.49
2025-10-04,S-06,DA-004,Dairy,93,83,8,3.29
2025-10-02,S-08,HH-003,Household,65,63,1,8.99
2025-11-23,S-07,HH-004,Household,116,113,1,2.99
2025-11-11,S-10,FP-002,Fresh Produce,92,84,7,3.99
2025-10-20,S-06,PT-002,Pantry,100,95,2,2.49
2025-11-18,S-04,SN-001,Snacks,28,26,1,4.29
2025-11-30,S-02,BV-002,Beverages,92,89,1,5.99
2025-10-12,S-03,DA-002,Dairy,106,100,6,5.49
2025-12-28,S-10,MT-002,Meat,23,23,0,7.49
2025-11-19,S-05,BK-004,Bakery,49,43,2,3.49
2025-10-09,S-08,FP-004,Fresh Produce,67,62,4,5.99
2025-11-11,S-07,SN-001,Snacks,40,39,0,4.29
2025-12-08,S-07,MT-001,Meat,115,112,2,9.99
2025-10-17,S-04,FZ-005,Frozen,75,73,1,3.99
2025-12-17,S-10,FZ-005,Frozen,95,92,0,3.99
2025-11-05,S-04,FP-001,Fresh Produce,38,33,2,2.49
2025-12-17,S-04,MT-004,Meat,62,54,5,6.49
2025-11-28,S-08,PT-002,Pantry,25,23,0,2.49
2025-12-22,S-08,BV-003,Beverages,109,105,2,12.99
2025-11-20,S-10,BK-002,Bakery,73,67,2,7.49
2025-11-25,S-08,BV-005,Beverages,104,104,0,3.99
2025-11-20,S-01,FZ-001,Frozen,40,37,1,8.99
2025-12-25,S-02,HH-005,Household,112,109,2,12.49
2025-12-03,S-07,HL-004,Health,90,88,0,9.99
2025-10-10,S-02,MT-003,Meat,118,106,9,8.99
2025-11-27,S-03,FZ-002,Frozen,46,43,0,5.49
2025-10-04,S-02,HH-001,Household,108,103,2,11.99
2025-11-18,S-06,HL-003,Health,71,68,0,5.49
2025-10-05,S-01,FZ-002,Frozen,34,32,0,5.49
2025-12-25,S-08,MT-002,Meat,79,73,2,7.49
2025-12-24,S-04,HL-001,Health,76,73,0,14.99
2025-11-05,S-03,BK-001,Bakery,22,20,1,5.99
2025-11-07,S-02,MT-005,Meat,114,109,5,7.99
2025-12-25,S-01,HH-004,Household,54,51,0,2.99
2025-11-15,S-03,BK-004,Bakery,111,104,2,3.49
2025-12-08,S-04,SN-004,Snacks,109,109,0,3.99
2025-11-19,S-05,SN-004,Snacks,26,26,0,3.99
2025-11-18,S-04,FZ-001,Frozen,67,66,0,8.99
2025-10-12,S-01,SN-002,Snacks,23,21,0,8.99
2025-10-25,S-02,BK-005,Bakery,32,25,2,6.29
2025-10-22,S-03,FP-003,Fresh Produce,73,67,4,4.29
2025-11-11,S-09,HH-001,Household,44,41,0,11.99
2025-11-24,S-02,BK-005,Bakery,47,44,1,6.29
2025-10-23,S-01,SN-001,Snacks,103,102,1,4.29
2025-11-19,S-04,SN-005,Snacks,48,46,0,4.49
2025-12-23,S-10,BV-004,Beverages,25,24,0,4.49
2025-11-22,S-05,HL-005,Health,96,95,1,4.49
2025-12-08,S-10,BK-001,Bakery,52,43,5,5.99
2025-11-11,S-07,HH-004,Household,118,115,2,2.99
2025-11-12,S-03,HH-001,Household,117,113,2,11.99
2025-12-25,S-08,FP-005,Fresh Produce,62,57,1,6.49
2025-11-27,S-07,MT-003,Meat,101,89,8,8.99
2025-12-15,S-01,BK-005,Bakery,22,21,1,6.29
2025-11-09,S-04,HL-003,Health,74,74,0,5.49
2025-10-08,S-03,BV-004,Beverages,83,81,1,4.49
2025-10-20,S-07,BK-004,Bakery,102,95,2,3.49
2025-12-16,S-08,HL-003,Health,62,60,0,5.49
2025-11-10,S-01,MT-004,Meat,73,66,5,6.49
2025-10-04,S-04,HL-002,Health,62,60,1,3.99
2025-10-27,S-09,FP-004,Fresh Produce,105,90,10,5.99
2025-12-29,S-04,PT-004,Pantry,68,66,1,3.49
2025-11-26,S-01,FP-005,Fresh Produce,82,79,2,6.49
2025-10-07,S-03,BK-004,Bakery,36,32,0,3.49
2025-12-10,S-04,FZ-001,Frozen,84,81,0,8.99
2025-11-29,S-05,BK-001,Bakery,112,105,4,5.99
2025-10-23,S-10,FZ-001,Frozen,58,54,1,8.99
2025-12-21,S-04,FZ-003,Frozen,120,119,1,2.99
2025-11-16,S-07,BV-005,Beverages,41,37,1,3.99
2025-11-24,S-09,PT-005,Pantry,114,112,1,4.99
2025-12-01,S-01,HL-004,Health,68,67,1,9.99
2025-11-08,S-10,MT-005,Meat,39,36,2,7.99
2025-11-02,S-07,SN-005,Snacks,59,56,1,4.49
2025-11-18,S-09,PT-004,Pantry,81,79,0,3.49
2025-10-18,S-08,BK-003,Bakery,39,36,3,4.99
2025-10-02,S-09,HL-002,Health,112,108,1,3.99
2025-11-21,S-07,SN-001,Snacks,115,111,1,4.29
2025-12-02,S-05,HH-002,Household,95,92,0,3.49
2025-10-05,S-02,BV-005,Beverages,92,91,0,3.99
2025-11-25,S-05,HL-005,Health,116,112,2,4.49
2025-12-05,S-08,HH-001,Household,108,107,1,11.99
2025-12-23,S-07,SN-003,Snacks,114,113,0,5.49
2025-12-01,S-01,BV-004,Beverages,100,98,2,4.49
2025-12-29,S-03,FZ-002,Frozen,97,95,1,5.49
2025-11-02,S-04,PT-004,Pantry,94,94,0,3.49
2025-10-15,S-02,HH-002,Household,111,107,1,3.49
2025-12-15,S-02,MT-004,Meat,44,40,3,6.49
2025-11-24,S-05,HH-005,Household,58,55,1,12.49
2025-11-22,S-02,DA-002,Dairy,101,93,6,5.49
2025-10-19,S-05,HL-003,Health,46,43,1,5.49
2025-10-01,S-03,MT-002,Meat,20,15,0,7.49
2025-11-23,S-09,SN-002,Snacks,103,99,1,8.99
2025-10-22,S-03,BV-004,Beverages,43,42,0,4.49
2025-12-02,S-03,MT-003,Meat,34,32,1,8.99
2025-10-24,S-04,FP-004,Fresh Produce,115,111,3,5.99
2025-11-03,S-07,SN-004,Snacks,100,98,2,3.99
2025-12-21,S-03,DA-001,Dairy,57,56,1,4.79
2025-11-05,S-02,BV-002,Beverages,23,20,0,5.99
2025-12-02,S-02,FP-001,Fresh Produce,27,26,1,2.49
2025-12-25,S-10,FP-003,Fresh Produce,32,31,1,4.29
2025-11-18,S-10,MT-004,Meat,117,110,4,6.49
2025-11-30,S-06,PT-004,Pantry,74,71,1,3.49
2025-12-27,S-06,BV-001,Beverages,50,46,1,6.49
2025-11-18,S-10,FP-004,Fresh Produce,65,60,5,5.99
2025-10-01,S-08,HH-005,Household,71,71,0,12.49
2025-12-17,S-02,MT-004,Meat,55,49,5,6.49
2025-11-17,S-08,PT-005,Pantry,107,102,2,4.99
2025-12-05,S-07,HH-003,Household,44,42,0,8.99
2025-10-03,S-06,FP-003,Fresh Produce,114,106,5,4.29
2025-10-30,S-10,MT-002,Meat,71,66,5,7.49
2025-11-14,S-07,MT-001,Meat,104,95,9,9.99
2025-11-19,S-05,PT-004,Pantry,44,44,0,3.49
2025-10-17,S-08,DA-001,Dairy,58,49,5,4.79
2025-11-29,S-03,SN-004,Snacks,34,32,1,3.99
2025-11-01,S-04,BK-001,Bakery,116,100,11,5.99
2025-10-12,S-02,SN-003,Snacks,111,110,0,5.49
2025-11-11,S-07,HL-005,Health,55,53,0,4.49
2025-12-25,S-08,HH-003,Household,35,32,0,8.99
2025-10-12,S-06,BK-005,Bakery,93,82,7,6.29
2025-10-09,S-06,BV-005,Beverages,111,106,2,3.99
2025-12-23,S-09,SN-003,Snacks,49,47,0,5.49
2025-10-15,S-05,DA-001,Dairy,34,29,0,4.79
2025-12-15,S-04,HL-003,Health,34,32,1,5.49
2025-11-10,S-07,PT-002,Pantry,114,112,0,2.49
2025-10-08,S-10,MT-005,Meat,44,38,3,7.99
2025-11-10,S-06,HH-004,Household,36,36,0,2.99
2025-11-20,S-01,MT-005,Meat,78,73,3,7.99
2025-10-29,S-08,HH-004,Household,78,76,0,2.99
2025-10-19,S-01,PT-004,Pantry,60,59,1,3.49
2025-11-05,S-10,MT-001,Meat,100,89,8,9.99
2025-11-07,S-07,FP-004,Fresh Produce,62,34,27,5.99
2025-10-29,S-01,HL-005,Health,42,38,1,4.49
2025-11-08,S-03,FP-002,Fresh Produce,90,83,4,3.99
2025-12-26,S-08,BV-003,Beverages,116,112,1,12.99
2025-10-10,S-09,HL-002,Health,56,54,1,3.99
2025-12-29,S-09,SN-001,Snacks,32,30,0,4.29
2025-12-14,S-01,HL-001,Health,58,56,1,14.99
2025-12-13,S-03,SN-004,Snacks,109,106,1,3.99
2025-10-19,S-04,BK-004,Bakery,115,106,4,3.49
2025-10-02,S-06,HL-002,Health,93,92,0,3.99
2025-11-18,S-07,HH-004,Household,41,41,0,2.99
2025-11-15,S-08,BK-002,Bakery,26,22,0,7.49
2025-12-23,S-06,PT-003,Pantry,75,72,0,8.99
2025-11-01,S-01,DA-003,Dairy,50,46,2,6.99
2025-12-28,S-10,BK-002,Bakery,103,90,8,7.49
2025-12-25,S-02,HL-005,Health,79,76,1,4.49
2025-12-20,S-08,BV-004,Beverages,21,21,0,4.49
2025-10-11,S-02,MT-002,Meat,102,91,7,7.49
2025-10-29,S-01,PT-003,Pantry,93,90,1,8.99
2025-12-28,S-02,PT-003,Pantry,43,39,1,8.99
2025-12-22,S-07,FZ-005,Frozen,93,93,0,3.99
2025-11-11,S-02,HL-001,Health,88,85,0,14.99
2025-12-29,S-01,SN-001,Snacks,91,90,1,4.29
2025-12-06,S-10,MT-005,Meat,111,97,9,7.99
2025-10-16,S-04,HH-003,Household,35,34,0,8.99
2025-10-01,S-09,SN-004,Snacks,60,60,0,3.99
2025-10-17,S-10,BK-004,Bakery,103,96,3,3.49
2025-11-02,S-01,DA-001,Dairy,35,31,2,4.79
2025-12-09,S-03,SN-003,Snacks,104,103,0,5.49
2025-11-08,S-01,MT-004,Meat,120,111,5,6.49
2025-11-26,S-03,PT-002,Pantry,82,79,1,2.49
2025-12-17,S-09,MT-003,Meat,46,38,3,8.99
2025-10-06,S-04,FP-003,Fresh Produce,44,42,1,4.29
2025-10-18,S-10,PT-001,Pantry,47,44,1,1.99
2025-10-17,S-10,SN-003,Snacks,29,26,1,5.49
2025-11-18,S-03,SN-001,Snacks,78,76,0,4.29
2025-12-26,S-07,HH-005,Household,38,38,0,12.49
2025-12-20,S-05,HH-001,Household,109,106,2,11.99
2025-11-17,S-10,HH-003,Household,102,99,2,8.99
2025-11-23,S-03,BV-001,Beverages,120,116,1,6.49
2025-10-04,S-10,FZ-001,Frozen,29,28,1,8.99
2025-12-08,S-02,HH-004,Household,90,89,1,2.99
2025-11-12,S-02,BV-004,Beverages,62,60,1,4.49
2025-10-29,S-05,FP-001,Fresh Produce,32,30,1,2.49
2025-11-18,S-02,DA-003,Dairy,42,38,2,6.99
2025-12-15,S-08,DA-002,Dairy,87,79,4,5.49
2025-11-06,S-09,FZ-003,Frozen,97,97,0,2.99
2025-10-22,S-06,HL-004,Health,69,67,0,9.99
2025-12-26,S-09,PT-001,Pantry,96,92,1,1.99
2025-12-15,S-03,FZ-002,Frozen,21,20,0,5.49
2025-10-19,S-07,PT-002,Pantry,114,113,1,2.49
2025-12-21,S-06,HL-001,Health,119,116,0,14.99
2025-11-28,S-03,SN-004,Snacks,65,62,1,3.99
2025-11-05,S-07,MT-004,Meat,111,100,10,6.49
2025-11-09,S-02,FZ-005,Frozen,72,71,1,3.99
2025-12-21,S-02,FP-005,Fresh Produce,113,109,4,6.49
2025-10-22,S-10,FP-004,Fresh Produce,30,24,2,5.99
2025-12-03,S-01,SN-003,Snacks,106,103,2,5.49
2025-12-01,S-08,MT-003,Meat,107,93,10,8.99
2025-12-29,S-02,SN-001,Snacks,21,21,0,4.29
2025-11-24,S-09,HL-003,Health,64,64,0,5.49
2025-12-17,S-08,BK-001,Bakery,106,92,10,5.99
2025-10-29,S-03,FP-005,Fresh Produce,66,57,5,6.49
2025-11-15,S-01,SN-003,Snacks,83,81,1,5.49
2025-11-17,S-02,BV-002,Beverages,106,106,0,5.99
2025-11-07,S-05,MT-001,Meat,57,55,2,9.99
2025-12-20,S-10,SN-001,Snacks,47,46,1,4.29
2025-11-29,S-10,MT-002,Meat,27,22,1,7.49
2025-11-28,S-06,FZ-005,Frozen,65,65,0,3.99
2025-11-14,S-03,SN-001,Snacks,65,65,0,4.29
2025-11-25,S-08,BK-003,Bakery,30,28,1,4.99
2025-11-22,S-02,MT-002,Meat,20,15,0,7.49
2025-11-02,S-04,MT-001,Meat,70,65,3,9.99
2025-11-24,S-03,MT-005,Meat,54,50,1,7.99
2025-12-24,S-08,BK-001,Bakery,37,33,1,5.99
2025-10-01,S-06,HL-001,Health,45,44,0,14.99
2025-11-06,S-01,DA-004,Dairy,70,65,3,3.29
2025-10-05,S-03,HH-003,Household,45,42,1,8.99
2025-10-16,S-07,MT-002,Meat,90,80,5,7.49
2025-10-17,S-06,HL-004,Health,117,113,1,9.99
2025-10-17,S-02,DA-002,Dairy,22,20,0,5.49
2025-12-04,S-01,HL-005,Health,107,107,0,4.49
2025-12-26,S-06,SN-003,Snacks,96,93,0,5.49
2025-12-01,S-05,FZ-004,Frozen,82,79,0,7.49
2025-11-01,S-10,DA-005,Dairy,113,106,6,4.99
2025-11-05,S-02,FZ-002,Frozen,109,106,0,5.49
2025-10-26,S-08,HL-001,Health,120,119,0,14.99
2025-10-25,S-10,HH-001,Household,101,100,0,11.99
2025-10-16,S-03,SN-001,Snacks,24,22,1,4.29
2025-10-19,S-07,FP-002,Fresh Produce,98,54,44,3.99
2025-11-18,S-07,MT-004,Meat,59,54,4,6.49
2025-10-29,S-06,SN-003,Snacks,81,78,0,5.49
2025-12-22,S-01,FZ-005,Frozen,34,31,1,3.99
2025-11-05,S-06,HL-001,Health,73,71,0,14.99
2025-10-07,S-03,FP-003,Fresh Produce,20,15,0,4.29
2025-11-11,S-04,FZ-004,Frozen,80,79,1,7.49
2025-11-25,S-03,FZ-002,Frozen,82,79,1,5.49
2025-11-08,S-02,DA-002,Dairy,105,99,2,5.49
2025-10-17,S-06,BV-004,Beverages,114,111,1,4.49
2025-10-31,S-05,BK-004,Bakery,94,90,4,3.49
2025-10-17,S-10,DA-003,Dairy,25,19,1,6.99
2025-10-25,S-04,HL-001,Health,77,77,0,14.99
2025-12-09,S-10,BV-002,Beverages,58,56,1,5.99
2025-12-08,S-03,FP-003,Fresh Produce,36,31,1,4.29
2025-11-02,S-09,BV-003,Beverages,66,65,1,12.99
2025-11-25,S-02,MT-001,Meat,73,65,4,9.99
2025-10-03,S-03,PT-004,Pantry,55,53,0,3.49
2025-10-06,S-10,FP-004,Fresh Produce,108,102,3,5.99
2025-12-03,S-09,MT-003,Meat,29,25,0,8.99
2025-11-19,S-09,HL-005,Health,69,66,1,4.49
2025-10-27,S-03,FP-001,Fresh Produce,40,34,2,2.49
2025-12-29,S-01,MT-003,Meat,78,69,4,8.99
2025-12-07,S-05,FZ-005,Frozen,48,45,1,3.99
2025-12-10,S-02,BK-001,Bakery,48,46,1,5.99
2025-11-07,S-01,HH-001,Household,38,36,1,11.99
2025-11-04,S-01,HH-002,Household,51,51,0,3.49
2025-10-01,S-06,HH-001,Household,97,94,1,11.99
2025-10-11,S-09,FZ-002,Frozen,112,109,0,5.49
2025-12-18,S-05,BV-001,Beverages,27,25,0,6.49
2025-10-29,S-05,BK-002,Bakery,52,43,5,7.49
2025-12-24,S-10,DA-002,Dairy,112,101,8,5.49
2025-12-23,S-05,HH-001,Household,101,98,2,11.99
2025-11-26,S-04,BV-001,Beverages,54,51,0,6.49
2025-10-20,S-08,BK-005,Bakery,113,103,8,6.29
2025-10-19,S-08,DA-001,Dairy,83,80,2,4.79
2025-10-23,S-04,PT-002,Pantry,82,80,0,2.49
2025-10-03,S-05,BK-001,Bakery,42,34,3,5.99
2025-12-17,S-04,FP-005,Fresh Produce,38,37,0,6.49
2025-11-28,S-07,DA-002,Dairy,112,101,6,5.49
2025-10-02,S-10,DA-002,Dairy,68,65,3,5.49
2025-10-02,S-01,DA-004,Dairy,51,45,4,3.29
2025-10-19,S-10,FP-001,Fresh Produce,21,19,2,2.49
2025-12-09,S-06,HL-001,Health,30,29,0,14.99
2025-12-01,S-10,SN-004,Snacks,40,37,1,3.99
2025-12-01,S-03,FZ-001,Frozen,27,26,1,8.99
2025-10-03,S-01,DA-002,Dairy,89,82,3,5.49
2025-11-23,S-03,FP-001,Fresh Produce,48,44,1,2.49
2025-11-19,S-03,BV-003,Beverages,103,101,1,12.99
2025-12-27,S-07,HH-004,Household,111,108,0,2.99
2025-10-22,S-02,BK-005,Bakery,33,28,3,6.29
2025-11-15,S-02,PT-005,Pantry,62,60,0,4.99
2025-10-11,S-01,PT-004,Pantry,39,36,0,3.49
2025-12-07,S-06,PT-004,Pantry,43,41,1,3.49
2025-12-25,S-05,PT-005,Pantry,56,55,1,4.99
2025-11-04,S-08,HH-003,Household,67,66,1,8.99
2025-10-01,S-03,HL-005,Health,103,101,0,4.49
2025-10-19,S-07,SN-004,Snacks,112,111,1,3.99
2025-10-15,S-10,SN-003,Snacks,113,111,1,5.49
2025-10-12,S-06,DA-004,Dairy,43,38,3,3.29
2025-11-10,S-08,SN-003,Snacks,81,78,1,5.49
2025-10-18,S-04,BV-005,Beverages,73,69,1,3.99
2025-12-08,S-09,BK-005,Bakery,69,63,1,6.29
2025-11-23,S-09,PT-002,Pantry,119,116,2,2.49
2025-12-29,S-02,FZ-001,Frozen,66,65,0,8.99
2025-10-03,S-06,PT-001,Pantry,80,80,0,1.99
2025-10-08,S-06,BV-004,Beverages,119,117,0,4.49
2025-11-28,S-03,PT-001,Pantry,73,72,0,1.99
2025-10-29,S-01,HL-003,Health,37,36,0,5.49
2025-11-18,S-01,HH-005,Household,74,73,1,12.49
2025-12-29,S-02,HH-003,Household,94,91,0,8.99
2025-12-16,S-03,FP-002,Fresh Produce,38,37,1,3.99
2025-11-01,S-02,FP-001,Fresh Produce,92,82,7,2.49
2025-10-20,S-03,MT-001,Meat,115,108,3,9.99
2025-12-29,S-05,MT-001,Meat,72,64,5,9.99
2025-12-22,S-01,FZ-004,Frozen,34,34,0,7.49
2025-12-22,S-01,PT-004,Pantry,116,115,0,3.49
2025-10-02,S-07,SN-003,Snacks,107,104,1,5.49
2025-12-13,S-09,FZ-005,Frozen,110,107,0,3.99
2025-10-21,S-05,DA-001,Dairy,86,81,4,4.79
2025-10-28,S-07,PT-005,Pantry,27,24,0,4.99
2025-10-24,S-09,PT-004,Pantry,29,25,1,3.49
2025-11-10,S-07,BV-005,Beverages,41,39,0,3.99
2025-12-22,S-07,BK-003,Bakery,54,53,1,4.99
2025-11-16,S-10,HL-005,Health,62,61,0,4.49
2025-11-06,S-03,MT-005,Meat,33,29,0,7.99
2025-10-02,S-05,BK-003,Bakery,90,87,3,4.99
2025-10-31,S-05,DA-001,Dairy,92,83,5,4.79
2025-12-01,S-01,FP-004,Fresh Produce,60,57,1,5.99
2025-10-02,S-06,HL-004,Health,56,54,1,9.99
2025-11-10,S-07,HL-002,Health,65,65,0,3.99
2025-11-12,S-07,HL-003,Health,84,83,0,5.49
2025-10-04,S-10,BV-005,Beverages,81,79,0,3.99
2025-10-21,S-03,HH-004,Household,79,79,0,2.99
2025-10-30,S-04,HH-004,Household,103,102,0,2.99
2025-12-04,S-09,HL-002,Health,97,93,1,3.99
2025-10-17,S-06,FZ-004,Frozen,66,65,1,7.49
2025-12-27,S-07,FZ-001,Frozen,46,45,0,8.99
2025-12-12,S-08,DA-002,Dairy,21,19,0,5.49
2025-12-10,S-02,MT-002,Meat,32,30,1,7.49
2025-11-07,S-03,FP-005,Fresh Produce,55,50,3,6.49
2025-10-12,S-02,BK-002,Bakery,110,100,8,7.49
2025-11-30,S-05,HL-004,Health,76,76,0,9.99
2025-12-12,S-08,FP-003,Fresh Produce,66,58,5,4.29
2025-11-22,S-10,HH-004,Household,36,33,1,2.99
2025-12-05,S-10,BV-001,Beverages,67,64,0,6.49
2025-12-04,S-08,FZ-002,Frozen,107,107,0,5.49
2025-11-01,S-09,FP-001,Fresh Produce,39,34,3,2.49
2025-11-18,S-03,PT-002,Pantry,71,70,0,2.49
2025-11-19,S-08,HH-003,Household,31,27,1,8.99
2025-11-29,S-09,SN-005,Snacks,33,32,0,4.49
2025-10-14,S-07,HL-005,Health,75,72,0,4.49
2025-11-12,S-02,BV-001,Beverages,63,61,1,6.49
2025-12-29,S-08,DA-003,Dairy,55,48,3,6.99
2025-10-20,S-08,DA-005,Dairy,101,94,3,4.99
2025-10-05,S-10,HL-005,Health,68,66,0,4.49
2025-11-25,S-08,BK-004,Bakery,26,26,0,3.49
2025-12-27,S-07,FZ-003,Frozen,52,52,0,2.99
2025-10-19,S-02,FZ-003,Frozen,71,69,0,2.99
2025-11-27,S-07,MT-004,Meat,47,42,3,6.49
2025-10-24,S-01,DA-001,Dairy,74,69,3,4.79
2025-10-22,S-04,BV-003,Beverages,73,69,1,12.99
2025-12-08,S-03,HH-005,Household,75,71,1,12.49
2025-10-02,S-09,PT-004,Pantry,45,44,0,3.49
2025-11-11,S-06,FP-001,Fresh Produce,39,35,3,2.49
2025-12-03,S-06,DA-003,Dairy,106,97,5,6.99
2025-10-01,S-08,DA-004,Dairy,101,92,5,3.29
2025-10-13,S-01,BK-004,Bakery,115,101,11,3.49
2025-12-29,S-09,HL-005,Health,41,39,1,4.49
2025-11-14,S-04,BK-003,Bakery,106,99,7,4.99
2025-11-17,S-06,FP-002,Fresh Produce,58,49,5,3.99
